bundle,category,prefabName,source_location,match_method,confidence
geoxplorer-dem/dtepc_045439_2505_045887_2505_a01-bundle,dem,DTEPC_045439_2505_045887_2505_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepc_045474_2730_045618_2730_u01-bundle,dem,DTEPC_045474_2730_045618_2730_U01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepc_045885_2685_045754_2685_a01-bundle,dem,DTEPC_045885_2685_045754_2685_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepc_052594_2485_052370_2485_a01-bundle,dem,DTEPC_052594_2485_052370_2485_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepc_053825_2505_053812_2505_a01-bundle,dem,DTEPC_053825_2505_053812_2505_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepc_057716_1080_057848_1080_a01-bundle,dem,DTEPC_057716_1080_057848_1080_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepc_057851_0985_057970_0985_a01-bundle,dem,DTEPC_057851_0985_057970_0985_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_003406_0935_003341_0935_a01-bundle,dem,DTEPD_003406_0935_003341_0935_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_013145_1070_013277_1070_a01-bundle,dem,DTEPD_013145_1070_013277_1070_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_014027_0940_013830_0940_a01-bundle,dem,DTEPD_014027_0940_013830_0940_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_014360_0985_022694_0985_a01-bundle,dem,DTEPD_014360_0985_022694_0985_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_022983_0980_023102_0980_a01-bundle,dem,DTEPD_022983_0980_023102_0980_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_024010_1080_006262_1080_a01-bundle,dem,DTEPD_024010_1080_006262_1080_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_031213_0980_031266_0980_a01-bundle,dem,DTEPD_031213_0980_031266_0980_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_031827_0940_031775_0940_a01-bundle,dem,DTEPD_031827_0940_031775_0940_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_031959_0960_031788_0960_a01-bundle,dem,DTEPD_031959_0960_031788_0960_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_032053_0920_032276_0920_a01-bundle,dem,DTEPD_032053_0920_032276_0920_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_032325_0925_032469_0925_a01-bundle,dem,DTEPD_032325_0925_032469_0925_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_032530_0975_023590_0975_a01-bundle,dem,DTEPD_032530_0975_023590_0975_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_032538_0910_032565_0910_a01-bundle,dem,DTEPD_032538_0910_032565_0910_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_035572_2665_036008_2665_a01-bundle,dem,DTEPD_035572_2665_036008_2665_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_040073_1005_040126_1005_a01-bundle,dem,DTEPD_040073_1005_040126_1005_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_040189_0950_040216_0950_a01-bundle,dem,DTEPD_040189_0950_040216_0950_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_040311_0940_040193_0940_a01-bundle,dem,DTEPD_040311_0940_040193_0940_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/dtepd_049945_0930_049972_0930_a01-bundle,dem,DTEPD_049945_0930_049972_0930_A01.IMG.blend,LOST (no source found),none,
geoxplorer-dem/etnageology-bundle,dem,EtnaGeology,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-dem/meteorcrater-bundle,dem,meteorCrater1,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-dem/monolake2000-bundle,dem,modelName,geoxplorer-source: importable-source/dem (LROAssetBundles/2000MonoLake),verified,firm
geoxplorer-dem/monolake2015-bundle,dem,modelName,geoxplorer-source: importable-source/dem (LROAssetBundles/2015MonoLake),verified,firm
geoxplorer-dem/nepal-bundle,dem,nepal-sikkim,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/abbygmdesignfinal-bundle,drama,AbbyGMDesignFinal,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/elephantgraveyard-bundle,drama,ElephantsGraveyard,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/emmyfinal-bundle,drama,EmmyFinal,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/gabbyglassmenagerie-bundle,drama,GabbyGlassMenagerieFinal,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/lesliegm_final-bundle,drama,LeslieGM_Final,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/naterodriguez-bundle,drama,NateRodriguezFinal,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/schooloflies-bundle,drama,SchoolOfLies,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-drama/williamglassmenagerie-bundle,drama,WilliamGlassMenagerie,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-featured/crystallattice/apatite-bundle,featured,Apatite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-featured/crystallattice/muscovite-bundle,featured,Muscovite-2M1,NAS: CrystalViewer,exact,firm
geoxplorer-featured/crystallattice/olivine-bundle,featured,Olivine-Forsterite,NAS: CrystalViewer,exact,firm
geoxplorer-featured/dem/apollo11-bundle,featured,Apollo11,NAS: LROAssetBundles,exact,firm
geoxplorer-featured/dem/comptonbelk-bundle,featured,comptonBelkovich,NAS: LROAssetBundles,exact,firm
geoxplorer-featured/dem/dteec_003756_1825_004178_1825_a01-bundle,featured,DTEEC_003756_1825_004178_1825_A01.IMG.blend,LOST (no source found),none,
geoxplorer-featured/handsample/gypsum-bundle,featured,Gypsum_hololens,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-featured/handsample/kyanite-bundle,featured,Kyanite,NAS: CrystalViewer,exact,firm
geoxplorer-featured/handsample/mammoth-bundle,featured,Mammoth,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-featured/outcrop/alpinefault-bundle,featured,AlpineFault,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-featured/outcrop/marinheadlands-bundle,featured,Marin_Headlands-for-AR-2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-featured/outcrop/stackpole-bundle,featured,stackpole,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/actinolite-bundle,handsample,Actinolite,NAS: CrystalViewer,exact,firm
geoxplorer-handsample/albiteund-bundle,handsample,albiteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/amazoniteund-bundle,handsample,amazoniteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/andalusite-bundle,handsample,Andalusite,NAS: CrystalViewer,exact,firm
geoxplorer-handsample/andraditeund-bundle,handsample,andraditeUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/apatite-bundle,handsample,Apatite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/apatiteund-bundle,handsample,apatiteUND,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/artiniteund-bundle,handsample,artiniteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/aurichalciteund-bundle,handsample,aurichalciteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/autuniteund-bundle,handsample,autuniteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/azurite-bundle,handsample,Azurite_Malachite_2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/bariteund-bundle,handsample,bariteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/berylund-bundle,handsample,berylUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/bquartz-bundle,handsample,beta_quartz,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/braincoralund-bundle,handsample,braincoralUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/calcite-bundle,handsample,Calcite_on_quartz_b,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/corundum-bundle,handsample,corundum,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/cristobalite-bundle,handsample,Cristobalite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/crocoiteund-bundle,handsample,crocoiteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/diopsideund-bundle,handsample,diopsideUND,NAS: CrystalViewer,exact,firm
geoxplorer-handsample/echinoid-bundle,handsample,Echinoid,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/epidoteund-bundle,handsample,epidoteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/galena2-bundle,handsample,Galena_2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/garnet2b-bundle,handsample,Garnet_2b,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/grossularund-bundle,handsample,grossularUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/gypsum-bundle,handsample,Gypsum_hololens,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/gypsumroseund-bundle,handsample,gypsumroseUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/gyrolite-bundle,handsample,gyrolite_loRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/kyanite-bundle,handsample,Kyanite,NAS: CrystalViewer,exact,firm
geoxplorer-handsample/lazurite-bundle,handsample,Lazurite_LoRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/malachite1-bundle,handsample,Malachite_loRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/malachite2-bundle,handsample,Malachite_2_LoRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/mammoth-bundle,handsample,Mammoth,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/marcosite-bundle,handsample,Marcasite_LoRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/mica-bundle,handsample,Mica_loRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/microcline-bundle,handsample,Microcline,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/pyrgulifera-bundle,handsample,Pyrgulifera_humerosa,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/pyrolusiteund-bundle,handsample,pyrolusiteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/pyrophyllite-bundle,handsample,Pyrophyllite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/pyrrhotite-bundle,handsample,Pyrrhotite_LoRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/quartzh--bundle,handsample,Quartz_hematoid_LoRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/rhyoliteporphyryund-bundle,handsample,rhyoliteporphyryUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/sharktooth-bundle,handsample,Shark_tooth,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/sideriteund-bundle,handsample,sideriteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/silver-bundle,handsample,Silver_LoRes,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/smithsonite-bundle,handsample,Smithsonite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/sodaliteund-bundle,handsample,sodaliteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/sphalerite-bundle,handsample,Sphalerite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/titaniteund-bundle,handsample,titaniteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/tourmaline-bundle,handsample,Tourmaline,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-handsample/ulexiteund-bundle,handsample,ulexiteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/wulfeniteund-bundle,handsample,wulfeniteUND,NAS: MineralHandSamples,exact,firm
geoxplorer-handsample/xenolithsancarlosund-bundle,handsample,xenolithsancarlosUND,NAS: MineralHandSamples,exact,firm
geoxplorer-outcrop/alpinefault-bundle,outcrop,AlpineFault,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/basalt-bundle,outcrop,BasaltColumns,NAS: Fossett Lab Demo,exact,firm
geoxplorer-outcrop/beavertail-bundle,outcrop,beavertail,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/broadhaven-bundle,outcrop,BroadHaven,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/cerolasilla-bundle,outcrop,Cerro_La_Silla_simplified_3d_mesh,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/cloughmore-bundle,outcrop,cloughmore,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/devilstower-bundle,outcrop,DevilsTower,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/elephantrocks-bundle,outcrop,ElephantRocks,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/elephantweathering-bundle,outcrop,ElephantRocksWeathering,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/erodedboudins-bundle,outcrop,ErodedBoudins,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/fdtdyke-bundle,outcrop,FdTDyke,NAS: Fossett Lab Demo,exact,firm
geoxplorer-outcrop/fogoignimbrite-bundle,outcrop,fogoIgnimbriteDrone,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/gothic-bundle,outcrop,gothic,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/hartlandquaydevon-bundle,outcrop,HartlandQuayDevon,geoxplorer-source (GeoXAssetBundles),fuzzy,verify
geoxplorer-outcrop/hmfull-bundle,outcrop,hughesMountain_full,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/hmstill-bundle,outcrop,hughesMountain_stillPhotos,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/ignimbrite1-bundle,outcrop,ignimbrite1,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/ignimbrite2-bundle,outcrop,ignimbrite2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/johnsonsshutins-bundle,outcrop,JohnsonShutIns,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/kilauea-bundle,outcrop,KilaueaParent,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/knoblickglade-bundle,outcrop,KnobLickGlade,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/knoblickgranite-bundle,outcrop,KnobLickGranite,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/marinheadlands-bundle,outcrop,Marin_Headlands-for-AR-2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/mmdrone-bundle,outcrop,DroneModel,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/moeraki1-bundle,outcrop,Moeraki1,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/moeraki2-bundle,outcrop,Moeraki2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/mullion-bundle,outcrop,mullion,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/outcrop3-bundle,outcrop,Outcrop3,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/paleolandslide-bundle,outcrop,paleoLandslide,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/palisade-bundle,outcrop,palisade_2017-01-05,geoxplorer-source (GeoXAssetBundles),fuzzy,verify
geoxplorer-outcrop/purgatory-bundle,outcrop,PurgatoryRI,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/saundersfoot-bundle,outcrop,Saundersfoot,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/siccar1-bundle,outcrop,SiccarPoint1,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/siccar2-bundle,outcrop,SiccarPoint2,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/smbeach-bundle,outcrop,SantaMariaPaleoBeach,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/stackpole-bundle,outcrop,stackpole,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/tarlairstack-bundle,outcrop,TarlairStack,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/tectonicfissureiceland-bundle,outcrop,TectonicFissureIceland,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/travertine-bundle,outcrop,TravertineQuarry,geoxplorer-source (GeoXAssetBundles),exact,firm
geoxplorer-outcrop/vof5-bundle,outcrop,ValleyOfFire5,geoxplorer-source (GeoXAssetBundles),exact,firm
